"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
10 Jun 2016 02:23:44.102,10 Jun 2016 03:18:41.149,3297.047
10 Jun 2016 03:54:58.334,10 Jun 2016 04:49:54.897,3296.563
10 Jun 2016 05:26:12.544,10 Jun 2016 06:21:08.632,3296.088
10 Jun 2016 06:57:26.722,10 Jun 2016 07:52:22.353,3295.631
10 Jun 2016 08:28:40.867,10 Jun 2016 09:23:36.061,3295.194
10 Jun 2016 09:59:54.988,10 Jun 2016 10:54:49.760,3294.772
10 Jun 2016 11:31:09.086,10 Jun 2016 12:26:03.436,3294.350
10 Jun 2016 13:02:23.146,10 Jun 2016 13:57:17.109,3293.962
10 Jun 2016 14:33:37.189,10 Jun 2016 15:28:30.758,3293.569
10 Jun 2016 16:04:51.200,10 Jun 2016 16:59:44.405,3293.205
10 Jun 2016 17:36:05.183,10 Jun 2016 18:30:58.028,3292.845
10 Jun 2016 19:07:19.135,10 Jun 2016 20:02:11.643,3292.509
10 Jun 2016 20:38:33.064,10 Jun 2016 21:33:25.251,3292.187
10 Jun 2016 22:09:46.967,10 Jun 2016 23:04:38.836,3291.868
10 Jun 2016 23:41:00.844,11 Jun 2016 00:35:52.413,3291.569
11 Jun 2016 01:12:14.700,11 Jun 2016 02:07:05.978,3291.278
11 Jun 2016 02:43:28.524,11 Jun 2016 03:38:19.530,3291.005
11 Jun 2016 04:14:42.318,11 Jun 2016 05:09:33.069,3290.751
11 Jun 2016 05:45:56.096,11 Jun 2016 06:40:46.600,3290.504
11 Jun 2016 07:17:09.839,11 Jun 2016 08:12:00.114,3290.275
11 Jun 2016 08:48:23.561,11 Jun 2016 09:43:13.614,3290.053
11 Jun 2016 10:19:37.258,11 Jun 2016 11:14:27.107,3289.849
11 Jun 2016 11:50:50.934,11 Jun 2016 12:45:40.587,3289.653
11 Jun 2016 13:22:04.581,11 Jun 2016 14:16:54.054,3289.473
11 Jun 2016 14:53:18.201,11 Jun 2016 15:48:07.509,3289.308
11 Jun 2016 16:24:31.802,11 Jun 2016 17:19:20.951,3289.149
11 Jun 2016 17:55:45.379,11 Jun 2016 18:50:34.379,3289.000
11 Jun 2016 19:26:58.929,11 Jun 2016 20:21:47.798,3288.869
11 Jun 2016 20:58:12.452,11 Jun 2016 21:53:01.211,3288.758
11 Jun 2016 22:29:25.959,11 Jun 2016 23:24:14.607,3288.649
12 Jun 2016 00:00:39.433,12 Jun 2016 00:55:27.988,3288.555
12 Jun 2016 01:31:52.894,12 Jun 2016 02:26:41.366,3288.473
12 Jun 2016 03:03:06.327,12 Jun 2016 03:57:54.724,3288.398
12 Jun 2016 04:34:19.732,12 Jun 2016 05:29:08.081,3288.349
12 Jun 2016 06:05:33.119,12 Jun 2016 07:00:21.421,3288.302
12 Jun 2016 07:36:46.488,12 Jun 2016 08:31:34.746,3288.258
12 Jun 2016 09:07:59.830,12 Jun 2016 10:02:48.069,3288.239
12 Jun 2016 10:39:13.149,12 Jun 2016 11:34:01.372,3288.223
12 Jun 2016 12:10:26.447,12 Jun 2016 13:05:14.669,3288.222
12 Jun 2016 13:41:39.722,12 Jun 2016 14:36:27.960,3288.238
12 Jun 2016 15:12:52.971,12 Jun 2016 16:07:41.231,3288.260
12 Jun 2016 16:44:06.204,12 Jun 2016 17:38:54.501,3288.297
12 Jun 2016 18:15:19.415,12 Jun 2016 19:10:07.751,3288.336
12 Jun 2016 19:46:32.604,12 Jun 2016 20:41:21.000,3288.396
12 Jun 2016 21:17:45.776,12 Jun 2016 22:12:34.230,3288.453
12 Jun 2016 22:48:58.922,12 Jun 2016 23:43:47.454,3288.531
13 Jun 2016 00:20:12.049,13 Jun 2016 01:15:00.672,3288.623
13 Jun 2016 01:51:25.156,13 Jun 2016 02:46:13.874,3288.718
13 Jun 2016 03:22:38.237,13 Jun 2016 04:17:27.065,3288.829
13 Jun 2016 04:53:51.307,13 Jun 2016 05:48:40.249,3288.942
13 Jun 2016 06:25:04.347,13 Jun 2016 07:19:53.423,3289.076
13 Jun 2016 07:56:17.377,13 Jun 2016 08:51:06.588,3289.211
13 Jun 2016 09:27:30.378,13 Jun 2016 10:22:19.747,3289.370
13 Jun 2016 10:58:43.368,13 Jun 2016 11:53:32.893,3289.524
13 Jun 2016 12:29:56.330,13 Jun 2016 13:24:46.029,3289.699
13 Jun 2016 14:01:09.277,13 Jun 2016 14:55:59.155,3289.878
13 Jun 2016 15:32:22.205,13 Jun 2016 16:27:12.272,3290.067
13 Jun 2016 17:03:35.115,13 Jun 2016 17:58:25.374,3290.260
13 Jun 2016 18:34:48.007,13 Jun 2016 19:29:38.478,3290.471
13 Jun 2016 20:06:00.879,13 Jun 2016 21:00:51.567,3290.688
13 Jun 2016 21:37:13.728,13 Jun 2016 22:32:04.642,3290.914
13 Jun 2016 23:08:26.567,14 Jun 2016 00:03:17.713,3291.146
14 Jun 2016 00:39:39.380,14 Jun 2016 01:34:30.775,3291.395
14 Jun 2016 02:10:52.183,14 Jun 2016 03:05:43.828,3291.645
14 Jun 2016 03:42:04.959,14 Jun 2016 04:36:56.873,3291.914
14 Jun 2016 05:13:17.727,14 Jun 2016 06:08:09.908,3292.181
14 Jun 2016 06:44:30.468,14 Jun 2016 07:39:22.935,3292.467
14 Jun 2016 08:15:43.196,14 Jun 2016 09:10:35.953,3292.757
14 Jun 2016 09:46:55.907,14 Jun 2016 10:41:48.963,3293.056
14 Jun 2016 11:18:08.601,14 Jun 2016 12:13:01.964,3293.363
14 Jun 2016 12:49:21.278,14 Jun 2016 13:44:14.957,3293.678
14 Jun 2016 14:20:33.939,14 Jun 2016 15:15:27.941,3294.002
14 Jun 2016 15:51:46.583,14 Jun 2016 16:46:40.917,3294.334
14 Jun 2016 17:22:59.210,14 Jun 2016 18:17:53.884,3294.674
14 Jun 2016 18:54:11.821,14 Jun 2016 19:49:06.843,3295.022
14 Jun 2016 20:25:24.416,14 Jun 2016 21:20:19.794,3295.378
14 Jun 2016 21:56:36.996,14 Jun 2016 22:51:32.738,3295.742
14 Jun 2016 23:27:49.559,15 Jun 2016 00:22:45.674,3296.115
15 Jun 2016 00:59:02.107,15 Jun 2016 01:53:58.600,3296.494
15 Jun 2016 02:30:14.639,15 Jun 2016 03:25:11.521,3296.882
15 Jun 2016 04:01:27.156,15 Jun 2016 04:56:24.427,3297.271
15 Jun 2016 05:32:39.658,15 Jun 2016 06:27:37.334,3297.677
15 Jun 2016 07:03:52.144,15 Jun 2016 07:58:50.224,3298.079
15 Jun 2016 08:35:04.616,15 Jun 2016 09:30:03.110,3298.494
15 Jun 2016 10:06:17.076,15 Jun 2016 11:01:15.989,3298.913
15 Jun 2016 11:37:29.516,15 Jun 2016 12:32:28.860,3299.344
15 Jun 2016 13:08:41.944,15 Jun 2016 14:03:41.723,3299.779
15 Jun 2016 14:39:54.362,15 Jun 2016 15:34:54.578,3300.215
15 Jun 2016 16:11:06.757,15 Jun 2016 17:06:07.425,3300.668
15 Jun 2016 17:42:19.148,15 Jun 2016 18:37:20.265,3301.117
15 Jun 2016 19:13:31.514,15 Jun 2016 20:08:33.097,3301.582
15 Jun 2016 20:44:43.872,15 Jun 2016 21:39:45.921,3302.049
15 Jun 2016 22:15:56.217,15 Jun 2016 23:10:58.737,3302.521
15 Jun 2016 23:47:08.548,16 Jun 2016 00:42:11.546,3302.998
16 Jun 2016 01:18:20.865,16 Jun 2016 02:13:24.347,3303.482
16 Jun 2016 02:49:33.170,16 Jun 2016 03:44:37.140,3303.970
16 Jun 2016 04:20:45.461,16 Jun 2016 05:15:49.926,3304.465
16 Jun 2016 05:51:57.740,16 Jun 2016 06:47:02.704,3304.964
16 Jun 2016 07:23:10.006,16 Jun 2016 08:18:15.474,3305.468
16 Jun 2016 08:54:22.259,16 Jun 2016 09:49:28.236,3305.977
16 Jun 2016 10:25:34.499,16 Jun 2016 11:20:40.991,3306.491
16 Jun 2016 11:56:46.727,16 Jun 2016 12:51:53.738,3307.010
16 Jun 2016 13:27:58.943,16 Jun 2016 14:23:06.477,3307.533
16 Jun 2016 14:59:11.147,16 Jun 2016 15:54:19.208,3308.061
16 Jun 2016 16:30:23.339,16 Jun 2016 17:25:31.931,3308.592
16 Jun 2016 18:01:35.519,16 Jun 2016 18:56:44.647,3309.128
16 Jun 2016 19:32:47.687,16 Jun 2016 20:27:57.356,3309.669
16 Jun 2016 21:03:59.844,16 Jun 2016 21:59:10.055,3310.211
16 Jun 2016 22:35:11.991,16 Jun 2016 23:30:22.749,3310.758
17 Jun 2016 00:06:24.124,17 Jun 2016 01:01:35.430,3311.306
17 Jun 2016 01:37:36.246,17 Jun 2016 02:32:48.106,3311.860
17 Jun 2016 03:08:48.357,17 Jun 2016 04:04:00.774,3312.416
17 Jun 2016 04:40:00.457,17 Jun 2016 05:35:13.433,3312.976
17 Jun 2016 06:11:12.544,17 Jun 2016 07:06:26.084,3313.541
17 Jun 2016 07:42:24.624,17 Jun 2016 08:37:38.727,3314.103
17 Jun 2016 09:13:36.691,17 Jun 2016 10:08:51.362,3314.671
17 Jun 2016 10:44:48.747,17 Jun 2016 11:40:03.988,3315.241
17 Jun 2016 12:16:00.791,17 Jun 2016 13:11:16.606,3315.815
17 Jun 2016 13:47:12.826,17 Jun 2016 14:42:29.215,3316.389
17 Jun 2016 15:18:24.851,17 Jun 2016 16:13:41.815,3316.965
17 Jun 2016 16:49:36.865,17 Jun 2016 17:44:54.407,3317.542
17 Jun 2016 18:20:48.870,17 Jun 2016 19:16:06.990,3318.120
17 Jun 2016 19:52:00.864,17 Jun 2016 20:47:19.564,3318.700
17 Jun 2016 21:23:12.848,17 Jun 2016 22:18:32.129,3319.281
17 Jun 2016 22:54:24.822,17 Jun 2016 23:49:44.684,3319.863
18 Jun 2016 00:25:36.786,18 Jun 2016 01:20:57.231,3320.445
18 Jun 2016 01:56:48.740,18 Jun 2016 02:52:09.768,3321.028
18 Jun 2016 03:28:00.684,18 Jun 2016 04:23:22.295,3321.611
18 Jun 2016 04:59:12.619,18 Jun 2016 05:54:34.813,3322.195
18 Jun 2016 06:30:24.543,18 Jun 2016 07:25:47.321,3322.778
18 Jun 2016 08:01:36.459,18 Jun 2016 08:56:59.820,3323.361
18 Jun 2016 09:32:48.366,18 Jun 2016 10:28:12.308,3323.941
18 Jun 2016 11:04:00.262,18 Jun 2016 11:59:24.786,3324.523
18 Jun 2016 12:35:12.149,18 Jun 2016 13:30:37.253,3325.105
18 Jun 2016 14:06:24.026,18 Jun 2016 15:01:49.711,3325.685
18 Jun 2016 15:37:35.893,18 Jun 2016 16:33:02.157,3326.264
18 Jun 2016 17:08:47.751,18 Jun 2016 18:04:14.593,3326.842
18 Jun 2016 18:39:59.600,18 Jun 2016 19:35:27.017,3327.418
18 Jun 2016 20:11:11.439,18 Jun 2016 21:06:39.431,3327.992
18 Jun 2016 21:42:23.269,18 Jun 2016 22:37:51.833,3328.564
18 Jun 2016 23:13:35.090,19 Jun 2016 00:09:04.224,3329.134
19 Jun 2016 00:44:46.901,19 Jun 2016 01:40:16.602,3329.702
19 Jun 2016 02:15:58.703,19 Jun 2016 03:11:28.969,3330.267
19 Jun 2016 03:47:10.495,19 Jun 2016 04:42:41.324,3330.829
19 Jun 2016 05:18:22.279,19 Jun 2016 06:13:53.666,3331.388
19 Jun 2016 06:49:34.052,19 Jun 2016 07:45:05.996,3331.944
19 Jun 2016 08:20:45.817,19 Jun 2016 09:16:18.313,3332.496
19 Jun 2016 09:51:57.570,19 Jun 2016 10:47:30.617,3333.048
19 Jun 2016 11:23:09.315,19 Jun 2016 12:18:42.908,3333.593
19 Jun 2016 12:54:21.051,19 Jun 2016 13:49:55.186,3334.134
19 Jun 2016 14:25:32.778,19 Jun 2016 15:21:07.449,3334.671
19 Jun 2016 15:56:44.495,19 Jun 2016 16:52:19.699,3335.204
19 Jun 2016 17:27:56.203,19 Jun 2016 18:23:31.935,3335.731
19 Jun 2016 18:59:07.901,19 Jun 2016 19:54:44.156,3336.255
19 Jun 2016 20:30:19.590,19 Jun 2016 21:25:56.362,3336.772
19 Jun 2016 22:01:31.268,19 Jun 2016 22:57:08.553,3337.285
19 Jun 2016 23:32:42.937,20 Jun 2016 00:28:20.730,3337.792
20 Jun 2016 01:03:54.596,20 Jun 2016 01:59:32.890,3338.294
20 Jun 2016 02:35:06.247,20 Jun 2016 03:30:45.036,3338.789
20 Jun 2016 04:06:17.884,20 Jun 2016 05:01:57.165,3339.281
20 Jun 2016 05:37:29.515,20 Jun 2016 06:33:09.277,3339.762
20 Jun 2016 07:08:41.131,20 Jun 2016 08:04:21.373,3340.241
20 Jun 2016 08:39:52.742,20 Jun 2016 09:35:33.451,3340.709
20 Jun 2016 10:11:04.339,20 Jun 2016 11:06:45.512,3341.173
20 Jun 2016 11:42:15.924,20 Jun 2016 12:37:57.556,3341.632
20 Jun 2016 13:13:27.501,20 Jun 2016 14:09:09.582,3342.081
20 Jun 2016 14:44:39.066,20 Jun 2016 15:40:21.590,3342.523
20 Jun 2016 16:15:50.624,20 Jun 2016 17:11:33.580,3342.957
20 Jun 2016 17:47:02.164,20 Jun 2016 18:42:45.550,3343.386
20 Jun 2016 19:18:13.697,20 Jun 2016 20:13:57.500,3343.803
20 Jun 2016 20:49:25.219,20 Jun 2016 21:45:09.431,3344.212
20 Jun 2016 22:20:36.729,20 Jun 2016 23:16:21.343,3344.614
20 Jun 2016 23:51:48.226,21 Jun 2016 00:47:33.234,3345.008
21 Jun 2016 01:22:59.710,21 Jun 2016 02:18:45.105,3345.395
21 Jun 2016 02:54:11.185,21 Jun 2016 03:49:56.955,3345.769
21 Jun 2016 04:25:22.646,21 Jun 2016 05:21:08.783,3346.137
21 Jun 2016 05:56:34.095,21 Jun 2016 06:52:20.590,3346.495
21 Jun 2016 07:27:45.529,21 Jun 2016 08:23:32.375,3346.846
21 Jun 2016 08:58:56.953,21 Jun 2016 09:54:44.138,3347.185
21 Jun 2016 10:30:08.364,21 Jun 2016 11:25:55.877,3347.513
21 Jun 2016 12:01:19.761,21 Jun 2016 12:57:07.594,3347.833
21 Jun 2016 13:32:31.143,21 Jun 2016 14:28:19.288,3348.144
21 Jun 2016 15:03:42.513,21 Jun 2016 15:59:30.957,3348.444
21 Jun 2016 16:34:53.868,21 Jun 2016 17:30:42.604,3348.735
21 Jun 2016 18:06:05.210,21 Jun 2016 19:01:54.224,3349.014
21 Jun 2016 19:37:16.537,21 Jun 2016 20:33:05.820,3349.283
21 Jun 2016 21:08:27.849,21 Jun 2016 22:04:17.390,3349.541
21 Jun 2016 22:39:39.147,21 Jun 2016 23:35:28.935,3349.789
22 Jun 2016 00:10:50.430,22 Jun 2016 01:06:40.454,3350.024
22 Jun 2016 01:42:01.696,22 Jun 2016 02:37:51.946,3350.249
22 Jun 2016 03:13:12.947,22 Jun 2016 04:09:03.411,3350.464
22 Jun 2016 04:44:24.180,22 Jun 2016 05:40:14.849,3350.669
22 Jun 2016 06:15:35.398,22 Jun 2016 07:11:26.259,3350.861
22 Jun 2016 07:46:46.600,22 Jun 2016 08:42:37.640,3351.040
22 Jun 2016 09:17:57.785,22 Jun 2016 10:13:48.994,3351.209
22 Jun 2016 10:49:08.955,22 Jun 2016 11:45:00.319,3351.363
22 Jun 2016 12:20:20.103,22 Jun 2016 13:16:11.614,3351.511
22 Jun 2016 13:51:31.235,22 Jun 2016 14:47:22.880,3351.645
22 Jun 2016 15:22:42.349,22 Jun 2016 16:18:34.116,3351.768
22 Jun 2016 16:53:53.447,22 Jun 2016 17:49:45.321,3351.874
22 Jun 2016 18:25:04.522,22 Jun 2016 19:20:56.497,3351.975
22 Jun 2016 19:56:15.579,22 Jun 2016 20:52:07.642,3352.063
22 Jun 2016 21:27:26.617,22 Jun 2016 22:23:18.752,3352.135
22 Jun 2016 22:58:37.635,22 Jun 2016 23:54:29.832,3352.197
23 Jun 2016 00:29:48.633,23 Jun 2016 01:25:40.880,3352.247
23 Jun 2016 02:00:59.611,23 Jun 2016 02:56:51.895,3352.284
23 Jun 2016 03:32:10.568,23 Jun 2016 04:28:02.877,3352.309
23 Jun 2016 05:03:21.503,23 Jun 2016 05:59:13.825,3352.322
23 Jun 2016 06:34:32.418,23 Jun 2016 07:30:24.740,3352.322
23 Jun 2016 08:05:43.310,23 Jun 2016 09:01:35.620,3352.310
23 Jun 2016 09:36:54.182,23 Jun 2016 10:32:46.466,3352.283
23 Jun 2016 11:08:05.029,23 Jun 2016 12:03:57.276,3352.247
23 Jun 2016 12:39:15.851,23 Jun 2016 13:35:08.051,3352.201
23 Jun 2016 14:10:26.654,23 Jun 2016 15:06:18.791,3352.137
23 Jun 2016 15:41:37.432,23 Jun 2016 16:37:29.494,3352.063
23 Jun 2016 17:12:48.182,23 Jun 2016 18:08:40.162,3351.981
23 Jun 2016 18:43:58.910,23 Jun 2016 19:39:50.792,3351.883
23 Jun 2016 20:15:09.613,23 Jun 2016 21:11:01.385,3351.772
23 Jun 2016 21:46:20.291,23 Jun 2016 22:42:11.940,3351.650
23 Jun 2016 23:17:30.943,24 Jun 2016 00:13:22.458,3351.515
24 Jun 2016 00:48:41.569,24 Jun 2016 01:44:32.937,3351.368
24 Jun 2016 02:19:52.170,24 Jun 2016 03:15:43.378,3351.208
24 Jun 2016 03:51:02.743,24 Jun 2016 04:46:53.779,3351.037
24 Jun 2016 05:22:13.286,24 Jun 2016 06:18:04.142,3350.856
24 Jun 2016 06:53:23.804,24 Jun 2016 07:49:14.465,3350.661
24 Jun 2016 08:24:34.293,24 Jun 2016 09:20:24.748,3350.454
24 Jun 2016 09:55:44.757,24 Jun 2016 10:51:34.990,3350.232
24 Jun 2016 11:26:55.190,24 Jun 2016 12:22:45.192,3350.002
24 Jun 2016 12:58:05.591,24 Jun 2016 13:53:55.354,3349.763
24 Jun 2016 14:29:15.967,24 Jun 2016 15:25:05.474,3349.507
24 Jun 2016 16:00:26.310,24 Jun 2016 16:56:15.553,3349.243
24 Jun 2016 17:31:36.621,24 Jun 2016 18:27:25.590,3348.969
24 Jun 2016 19:02:46.903,24 Jun 2016 19:58:35.586,3348.682
24 Jun 2016 20:33:57.157,24 Jun 2016 21:29:45.539,3348.381
24 Jun 2016 22:05:07.377,24 Jun 2016 23:00:55.449,3348.072
24 Jun 2016 23:36:17.563,25 Jun 2016 00:32:05.319,3347.756
25 Jun 2016 01:07:27.722,25 Jun 2016 02:03:15.144,3347.422
25 Jun 2016 02:38:37.843,25 Jun 2016 03:34:24.923,3347.080
25 Jun 2016 04:09:47.930,25 Jun 2016 05:05:34.661,3346.731
25 Jun 2016 05:40:57.986,25 Jun 2016 06:36:44.355,3346.369
25 Jun 2016 07:12:08.011,25 Jun 2016 08:07:54.005,3345.994
25 Jun 2016 08:43:17.999,25 Jun 2016 09:39:03.610,3345.612
25 Jun 2016 10:14:27.952,25 Jun 2016 11:10:13.171,3345.219
25 Jun 2016 11:45:37.870,25 Jun 2016 12:41:22.687,3344.817
25 Jun 2016 13:16:47.754,25 Jun 2016 14:12:32.159,3344.405
25 Jun 2016 14:47:57.598,25 Jun 2016 15:43:41.585,3343.987
25 Jun 2016 16:19:07.412,25 Jun 2016 17:14:50.966,3343.554
25 Jun 2016 17:50:17.187,25 Jun 2016 18:46:00.301,3343.114
25 Jun 2016 19:21:26.923,25 Jun 2016 20:17:09.590,3342.667
25 Jun 2016 20:52:36.625,25 Jun 2016 21:48:18.833,3342.209
25 Jun 2016 22:23:46.286,25 Jun 2016 23:19:28.031,3341.745
25 Jun 2016 23:54:55.911,26 Jun 2016 00:50:37.182,3341.271
26 Jun 2016 01:26:05.498,26 Jun 2016 02:21:46.286,3340.788
26 Jun 2016 02:57:15.046,26 Jun 2016 03:52:55.344,3340.297
26 Jun 2016 04:28:24.556,26 Jun 2016 05:24:04.355,3339.799
26 Jun 2016 05:59:34.026,26 Jun 2016 06:55:13.319,3339.293
26 Jun 2016 07:30:43.457,26 Jun 2016 08:26:22.236,3338.779
26 Jun 2016 09:01:52.848,26 Jun 2016 09:57:31.105,3338.258
26 Jun 2016 10:33:02.200,26 Jun 2016 11:28:39.928,3337.728
26 Jun 2016 12:04:11.510,26 Jun 2016 12:59:48.703,3337.193
26 Jun 2016 13:35:20.779,26 Jun 2016 14:30:57.430,3336.651
26 Jun 2016 15:06:30.007,26 Jun 2016 16:02:06.110,3336.102
26 Jun 2016 16:37:39.192,26 Jun 2016 17:33:14.741,3335.550
26 Jun 2016 18:08:48.337,26 Jun 2016 19:04:23.325,3334.989
26 Jun 2016 19:39:57.440,26 Jun 2016 20:35:31.861,3334.421
26 Jun 2016 21:11:06.503,26 Jun 2016 22:06:40.349,3333.846
26 Jun 2016 22:42:15.519,26 Jun 2016 23:37:48.788,3333.270
27 Jun 2016 00:13:24.494,27 Jun 2016 01:08:57.180,3332.686
27 Jun 2016 01:44:33.426,27 Jun 2016 02:40:05.523,3332.097
27 Jun 2016 03:15:42.315,27 Jun 2016 04:11:13.817,3331.503
27 Jun 2016 04:46:51.160,27 Jun 2016 05:42:22.064,3330.904
27 Jun 2016 06:17:59.964,27 Jun 2016 07:13:30.261,3330.298
27 Jun 2016 07:49:08.720,27 Jun 2016 08:44:38.412,3329.692
27 Jun 2016 09:20:17.431,27 Jun 2016 10:15:46.513,3329.083
27 Jun 2016 10:51:26.100,27 Jun 2016 11:46:54.563,3328.462
27 Jun 2016 12:22:34.723,27 Jun 2016 13:18:02.569,3327.845
27 Jun 2016 13:53:43.299,27 Jun 2016 14:49:10.523,3327.223
27 Jun 2016 15:24:51.832,27 Jun 2016 16:20:18.427,3326.595
27 Jun 2016 16:56:00.321,27 Jun 2016 17:51:26.284,3325.963
27 Jun 2016 18:27:08.760,27 Jun 2016 19:22:34.092,3325.332
27 Jun 2016 19:58:17.155,27 Jun 2016 20:53:41.852,3324.697
27 Jun 2016 21:29:25.507,27 Jun 2016 22:24:49.563,3324.056
27 Jun 2016 23:00:33.807,27 Jun 2016 23:55:57.225,3323.418
28 Jun 2016 00:31:42.062,28 Jun 2016 01:27:04.838,3322.776
28 Jun 2016 02:02:50.271,28 Jun 2016 02:58:12.403,3322.131
28 Jun 2016 03:33:58.437,28 Jun 2016 04:29:19.919,3321.482
28 Jun 2016 05:05:06.551,28 Jun 2016 06:00:27.386,3320.834
28 Jun 2016 06:36:14.618,28 Jun 2016 07:31:34.804,3320.187
28 Jun 2016 08:07:22.638,28 Jun 2016 09:02:42.174,3319.536
28 Jun 2016 09:38:30.612,28 Jun 2016 10:33:49.495,3318.883
28 Jun 2016 11:09:38.535,28 Jun 2016 12:04:56.768,3318.233
28 Jun 2016 12:40:46.412,28 Jun 2016 13:36:03.992,3317.580
28 Jun 2016 14:11:54.241,28 Jun 2016 15:07:11.168,3316.927
28 Jun 2016 15:43:02.022,28 Jun 2016 16:38:18.295,3316.273
28 Jun 2016 17:14:09.754,28 Jun 2016 18:09:25.374,3315.620
28 Jun 2016 18:45:17.438,28 Jun 2016 19:40:32.404,3314.967
28 Jun 2016 20:16:25.073,28 Jun 2016 21:11:39.387,3314.314
28 Jun 2016 21:47:32.659,28 Jun 2016 22:42:46.321,3313.661
28 Jun 2016 23:18:40.197,29 Jun 2016 00:13:53.206,3313.010
29 Jun 2016 00:49:47.685,29 Jun 2016 01:45:00.044,3312.359
29 Jun 2016 02:20:55.125,29 Jun 2016 03:16:06.834,3311.709
29 Jun 2016 03:52:02.515,29 Jun 2016 04:47:13.575,3311.061
29 Jun 2016 05:23:09.856,29 Jun 2016 06:18:20.269,3310.414
29 Jun 2016 06:54:17.147,29 Jun 2016 07:49:26.915,3309.768
29 Jun 2016 08:25:24.389,29 Jun 2016 09:20:33.514,3309.125
29 Jun 2016 09:56:31.582,29 Jun 2016 10:51:40.065,3308.483
29 Jun 2016 11:27:38.725,29 Jun 2016 12:22:46.568,3307.843
29 Jun 2016 12:58:45.819,29 Jun 2016 13:53:53.024,3307.205
29 Jun 2016 14:29:52.862,29 Jun 2016 15:24:59.432,3306.570
29 Jun 2016 16:00:59.856,29 Jun 2016 16:56:05.794,3305.938
29 Jun 2016 17:32:06.799,29 Jun 2016 18:27:12.108,3305.309
29 Jun 2016 19:03:13.693,29 Jun 2016 19:58:18.375,3304.682
29 Jun 2016 20:34:20.536,29 Jun 2016 21:29:24.595,3304.059
29 Jun 2016 22:05:27.330,29 Jun 2016 23:00:30.769,3303.439
29 Jun 2016 23:36:34.073,30 Jun 2016 00:31:36.895,3302.822
30 Jun 2016 01:07:40.766,30 Jun 2016 02:02:42.975,3302.209
30 Jun 2016 02:38:47.409,30 Jun 2016 03:33:49.009,3301.599
30 Jun 2016 04:09:54.002,30 Jun 2016 05:04:54.996,3300.994
30 Jun 2016 05:41:00.542,30 Jun 2016 06:36:00.937,3300.395
30 Jun 2016 07:12:07.037,30 Jun 2016 08:07:06.832,3299.795
30 Jun 2016 08:43:13.478,30 Jun 2016 09:38:12.682,3299.204
30 Jun 2016 10:14:19.870,30 Jun 2016 11:09:18.485,3298.615
30 Jun 2016 11:45:26.211,30 Jun 2016 12:40:24.241,3298.030
30 Jun 2016 13:16:32.501,30 Jun 2016 14:11:29.953,3297.452
30 Jun 2016 14:47:38.742,30 Jun 2016 15:42:35.619,3296.878
30 Jun 2016 16:18:44.931,30 Jun 2016 17:13:41.241,3296.310
30 Jun 2016 17:49:51.071,30 Jun 2016 18:44:46.814,3295.743
30 Jun 2016 19:20:57.160,30 Jun 2016 20:15:52.344,3295.184
30 Jun 2016 20:52:03.198,30 Jun 2016 21:46:57.832,3294.634
30 Jun 2016 22:23:09.186,30 Jun 2016 23:18:03.272,3294.086
30 Jun 2016 23:54:15.123,1 Jul 2016 00:00:00.000,344.877